CTY_CODE,CTY_NAME,I_ENDUSE,I_ENDUSE_LDESC,GEN_VAL_MO,CON_VAL_MO,AIR_WGT_MO,CNT_WGT_MO,VES_WGT_MO,I_ENDUSE,time
5XXX,ASIA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-10
0017,CAFTA-DR,00010,COCOA BEANS,904522,904522,0,282146,282146,00010,2023-10
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,4227805,4227805,0,1184660,1184660,00010,2023-10
0020,USMCA (NAFTA),00010,COCOA BEANS,23334,23334,0,2116,2116,00010,2023-10
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,18852896,18852896,4768,5971570,5971570,00010,2023-10
0022,OECD,00010,COCOA BEANS,102367,102367,0,19452,19452,00010,2023-10
0023,NATO,00010,COCOA BEANS,23150,23150,0,2108,2108,00010,2023-10
0024,LAFTA,00010,COCOA BEANS,17948374,17948374,4768,5689424,5689424,00010,2023-10
0025,EURO AREA,00010,COCOA BEANS,23150,23150,0,2108,2108,00010,2023-10
0026,APEC,00010,COCOA BEANS,5118489,5118489,1119,1373712,1373712,00010,2023-10
0027,ASEAN,00010,COCOA BEANS,0,0,0,0,0,00010,2023-10
0028,CACM,00010,COCOA BEANS,82656,82656,0,15876,15876,00010,2023-10
2010,MEXICO,00010,COCOA BEANS,23334,23334,0,2116,2116,00010,2023-10
2050,GUATEMALA,00010,COCOA BEANS,82656,82656,0,15876,15876,00010,2023-10
2080,BELIZE,00010,COCOA BEANS,0,0,0,0,0,00010,2023-10
2110,EL SALVADOR,00010,COCOA BEANS,0,0,0,0,0,00010,2023-10
2150,HONDURAS,00010,COCOA BEANS,0,0,0,0,0,00010,2023-10
2190,NICARAGUA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-10
2230,COSTA RICA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-10
2250,PANAMA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-10
2450,HAITI,00010,COCOA BEANS,0,0,0,0,0,00010,2023-10
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,821866,821866,0,266270,266270,00010,2023-10
7830,TANZANIA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-10
7880,MADAGASCAR,00010,COCOA BEANS,0,0,0,0,0,00010,2023-10
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,904522,904522,0,282146,282146,00010,2023-10
3XXX,SOUTH AMERICA,00010,COCOA BEANS,17925040,17925040,4768,5687308,5687308,00010,2023-10
5330,INDIA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
5520,VIETNAM,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
5600,INDONESIA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
5650,PHILIPPINES,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,1077140,1077140,0,312400,312400,00010,2023-11
2740,TRINIDAD AND TOBAGO,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
3010,COLOMBIA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
3070,VENEZUELA,00010,COCOA BEANS,98845,98845,0,25578,25578,00010,2023-11
3310,ECUADOR,00010,COCOA BEANS,13932478,13932478,1080,4335819,4335819,00010,2023-11
3330,PERU,00010,COCOA BEANS,1046621,1046621,0,299487,299487,00010,2023-11
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
4231,BELGIUM,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
4279,FRANCE,00010,COCOA BEANS,20535,20535,0,1648,1648,00010,2023-11
6863,FIJI,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
7480,COTE D'IVOIRE,00010,COCOA BEANS,1365838,1365838,0,404528,404528,00010,2023-11
7490,GHANA,00010,COCOA BEANS,53365,53365,0,8548,8548,00010,2023-11
7520,TOGO,00010,COCOA BEANS,29368,29368,0,5187,5187,00010,2023-11
7530,NIGERIA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,169500,169500,0,50800,50800,00010,2023-11
7780,UGANDA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
4419,SWITZERLAND,00010,COCOA BEANS,14852,14852,0,1276,1276,00010,2023-11
4890,TURKEY,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,18568533,18568533,1080,5664168,5664168,00010,2023-11
0003,EUROPEAN UNION,00010,COCOA BEANS,20535,20535,0,1648,1648,00010,2023-11
1XXX,NORTH AMERICA,00010,COCOA BEANS,16736,16736,0,0,0,00010,2023-11
4XXX,EUROPE,00010,COCOA BEANS,35387,35387,0,2924,2924,00010,2023-11
7XXX,AFRICA,00010,COCOA BEANS,1667991,1667991,0,482167,482167,00010,2023-11
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,1077140,1077140,0,312400,312400,00010,2023-11
5XXX,ASIA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
0017,CAFTA-DR,00010,COCOA BEANS,693335,693335,0,205793,205793,00010,2023-11
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,1077140,1077140,0,312400,312400,00010,2023-11
0020,USMCA (NAFTA),00010,COCOA BEANS,16736,16736,0,0,0,00010,2023-11
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,15788015,15788015,1080,4866677,4866677,00010,2023-11
0022,OECD,00010,COCOA BEANS,52123,52123,0,2924,2924,00010,2023-11
0023,NATO,00010,COCOA BEANS,20535,20535,0,1648,1648,00010,2023-11
0024,LAFTA,00010,COCOA BEANS,15094680,15094680,1080,4660884,4660884,00010,2023-11
0025,EURO AREA,00010,COCOA BEANS,20535,20535,0,1648,1648,00010,2023-11
0026,APEC,00010,COCOA BEANS,2140497,2140497,0,611887,611887,00010,2023-11
0027,ASEAN,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
0028,CACM,00010,COCOA BEANS,63674,63674,0,14573,14573,00010,2023-11
2010,MEXICO,00010,COCOA BEANS,16736,16736,0,0,0,00010,2023-11
2050,GUATEMALA,00010,COCOA BEANS,6480,6480,0,1799,1799,00010,2023-11
2080,BELIZE,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
2110,EL SALVADOR,00010,COCOA BEANS,2114,2114,0,258,258,00010,2023-11
2150,HONDURAS,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
2190,NICARAGUA,00010,COCOA BEANS,55080,55080,0,12516,12516,00010,2023-11
2230,COSTA RICA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
2250,PANAMA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
2450,HAITI,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,629661,629661,0,191220,191220,00010,2023-11
7830,TANZANIA,00010,COCOA BEANS,49920,49920,0,13104,13104,00010,2023-11
7880,MADAGASCAR,00010,COCOA BEANS,0,0,0,0,0,00010,2023-11
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,693335,693335,0,205793,205793,00010,2023-11
3XXX,SOUTH AMERICA,00010,COCOA BEANS,15077944,15077944,1080,4660884,4660884,00010,2023-11
5330,INDIA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
5520,VIETNAM,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
5600,INDONESIA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
5650,PHILIPPINES,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,368160,368160,0,121920,121920,00010,2023-12
2740,TRINIDAD AND TOBAGO,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
3010,COLOMBIA,00010,COCOA BEANS,95653,95653,268,26250,26250,00010,2023-12
3070,VENEZUELA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
3310,ECUADOR,00010,COCOA BEANS,16273954,16273954,1316,4158231,4158231,00010,2023-12
3330,PERU,00010,COCOA BEANS,590306,590306,0,112573,112573,00010,2023-12
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
4231,BELGIUM,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
4279,FRANCE,00010,COCOA BEANS,3313,3313,0,330,330,00010,2023-12
6863,FIJI,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
7480,COTE D'IVOIRE,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
7490,GHANA,00010,COCOA BEANS,6827448,6827448,0,1706556,1706556,00010,2023-12
7520,TOGO,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
7530,NIGERIA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
7660,DEMOCRATIC REPUBLIC OF THE CONGO,00010,COCOA BEANS,904498,904498,0,289057,289057,00010,2023-12
7780,UGANDA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
4419,SWITZERLAND,00010,COCOA BEANS,13071,13071,0,1068,1068,00010,2023-12
4890,TURKEY,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,28892057,28892057,1584,7540602,7540602,00010,2023-12
0003,EUROPEAN UNION,00010,COCOA BEANS,3313,3313,0,330,330,00010,2023-12
1XXX,NORTH AMERICA,00010,COCOA BEANS,7544,7544,0,0,0,00010,2023-12
4XXX,EUROPE,00010,COCOA BEANS,16384,16384,0,1398,1398,00010,2023-12
7XXX,AFRICA,00010,COCOA BEANS,7803969,7803969,0,2008826,2008826,00010,2023-12
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,368160,368160,0,121920,121920,00010,2023-12
5XXX,ASIA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
0017,CAFTA-DR,00010,COCOA BEANS,3736087,3736087,0,1111404,1111404,00010,2023-12
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,368160,368160,0,121920,121920,00010,2023-12
0020,USMCA (NAFTA),00010,COCOA BEANS,7544,7544,0,0,0,00010,2023-12
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,20703544,20703544,1584,5408458,5408458,00010,2023-12
0022,OECD,00010,COCOA BEANS,23928,23928,0,1398,1398,00010,2023-12
0023,NATO,00010,COCOA BEANS,3313,3313,0,330,330,00010,2023-12
0024,LAFTA,00010,COCOA BEANS,16967457,16967457,1584,4297054,4297054,00010,2023-12
0025,EURO AREA,00010,COCOA BEANS,3313,3313,0,330,330,00010,2023-12
0026,APEC,00010,COCOA BEANS,966010,966010,0,234493,234493,00010,2023-12
0027,ASEAN,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
0028,CACM,00010,COCOA BEANS,9934,9934,0,1169,1169,00010,2023-12
2010,MEXICO,00010,COCOA BEANS,7544,7544,0,0,0,00010,2023-12
2050,GUATEMALA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
2080,BELIZE,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
2110,EL SALVADOR,00010,COCOA BEANS,9934,9934,0,1169,1169,00010,2023-12
2150,HONDURAS,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
2190,NICARAGUA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
2230,COSTA RICA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
2250,PANAMA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
2450,HAITI,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,3726153,3726153,0,1110235,1110235,00010,2023-12
7830,TANZANIA,00010,COCOA BEANS,0,0,0,0,0,00010,2023-12
7880,MADAGASCAR,00010,COCOA BEANS,72023,72023,0,13213,13213,00010,2023-12
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,3736087,3736087,0,1111404,1111404,00010,2023-12
3XXX,SOUTH AMERICA,00010,COCOA BEANS,16959913,16959913,1584,4297054,4297054,00010,2023-12
3010,COLOMBIA,00010,COCOA BEANS,33470,33470,0,5219,5219,00010,2024-01
3070,VENEZUELA,00010,COCOA BEANS,138861,138861,0,78813,78813,00010,2024-01
3310,ECUADOR,00010,COCOA BEANS,8850789,8850789,1326,2063409,2106884,00010,2024-01
3330,PERU,00010,COCOA BEANS,987088,987088,2268,211597,211597,00010,2024-01
3510,BRAZIL,00010,COCOA BEANS,24190,24190,0,6100,6100,00010,2024-01
4279,FRANCE,00010,COCOA BEANS,8214,8214,0,600,600,00010,2024-01
7480,COTE D'IVOIRE,00010,COCOA BEANS,102218365,102218365,0,1978086,38195738,00010,2024-01
7490,GHANA,00010,COCOA BEANS,25216047,25216047,0,8543633,8543633,00010,2024-01
7780,UGANDA,00010,COCOA BEANS,91950,91950,0,26460,26460,00010,2024-01
4419,SWITZERLAND,00010,COCOA BEANS,7351,7351,0,613,613,00010,2024-01
4759,ITALY,00010,COCOA BEANS,12109,12109,0,3698,3698,00010,2024-01
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,139873859,139873859,3594,13568442,49829569,00010,2024-01
0003,EUROPEAN UNION,00010,COCOA BEANS,20323,20323,0,4298,4298,00010,2024-01
1XXX,NORTH AMERICA,00010,COCOA BEANS,18070,18070,0,0,0,00010,2024-01
4XXX,EUROPE,00010,COCOA BEANS,27674,27674,0,4911,4911,00010,2024-01
7XXX,AFRICA,00010,COCOA BEANS,127526362,127526362,0,10548179,46765831,00010,2024-01
0017,CAFTA-DR,00010,COCOA BEANS,2267355,2267355,0,650214,650214,00010,2024-01
0020,USMCA (NAFTA),00010,COCOA BEANS,18070,18070,0,0,0,00010,2024-01
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,12319823,12319823,3594,3015352,3058827,00010,2024-01
0022,OECD,00010,COCOA BEANS,45744,45744,0,4911,4911,00010,2024-01
0023,NATO,00010,COCOA BEANS,20323,20323,0,4298,4298,00010,2024-01
0024,LAFTA,00010,COCOA BEANS,10052468,10052468,3594,2365138,2408613,00010,2024-01
0025,EURO AREA,00010,COCOA BEANS,20323,20323,0,4298,4298,00010,2024-01
0026,APEC,00010,COCOA BEANS,1005158,1005158,2268,211597,211597,00010,2024-01
2010,MEXICO,00010,COCOA BEANS,18070,18070,0,0,0,00010,2024-01
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,2267355,2267355,0,650214,650214,00010,2024-01
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,2267355,2267355,0,650214,650214,00010,2024-01
3XXX,SOUTH AMERICA,00010,COCOA BEANS,10034398,10034398,3594,2365138,2408613,00010,2024-01
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,1383080,1383080,0,421640,421640,00010,2024-02
3010,COLOMBIA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-02
3070,VENEZUELA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-02
3310,ECUADOR,00010,COCOA BEANS,11908175,11908175,1789,2744040,2744040,00010,2024-02
3330,PERU,00010,COCOA BEANS,1422669,1422669,0,263386,263386,00010,2024-02
3350,BOLIVIA,00010,COCOA BEANS,67581,67581,0,17588,17588,00010,2024-02
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2024-02
4279,FRANCE,00010,COCOA BEANS,0,0,0,0,0,00010,2024-02
7480,COTE D'IVOIRE,00010,COCOA BEANS,82025443,82025443,0,4495250,30209816,00010,2024-02
7490,GHANA,00010,COCOA BEANS,27342496,27342496,0,9653905,9653905,00010,2024-02
7780,UGANDA,00010,COCOA BEANS,62500,62500,0,12700,12700,00010,2024-02
4419,SWITZERLAND,00010,COCOA BEANS,180031,180031,0,39528,39528,00010,2024-02
4759,ITALY,00010,COCOA BEANS,0,0,0,0,0,00010,2024-02
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,128569084,128569084,1789,18745435,44460001,00010,2024-02
0003,EUROPEAN UNION,00010,COCOA BEANS,0,0,0,0,0,00010,2024-02
1XXX,NORTH AMERICA,00010,COCOA BEANS,23318,23318,0,0,0,00010,2024-02
4XXX,EUROPE,00010,COCOA BEANS,180031,180031,0,39528,39528,00010,2024-02
7XXX,AFRICA,00010,COCOA BEANS,109503775,109503775,0,14175078,39889644,00010,2024-02
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,1383080,1383080,0,421640,421640,00010,2024-02
0017,CAFTA-DR,00010,COCOA BEANS,4080455,4080455,0,1084175,1084175,00010,2024-02
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,1383080,1383080,0,421640,421640,00010,2024-02
0020,USMCA (NAFTA),00010,COCOA BEANS,23318,23318,0,0,0,00010,2024-02
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,17502198,17502198,1789,4109189,4109189,00010,2024-02
0022,OECD,00010,COCOA BEANS,203349,203349,0,39528,39528,00010,2024-02
0023,NATO,00010,COCOA BEANS,0,0,0,0,0,00010,2024-02
0024,LAFTA,00010,COCOA BEANS,13421743,13421743,1789,3025014,3025014,00010,2024-02
0025,EURO AREA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-02
0026,APEC,00010,COCOA BEANS,2829067,2829067,0,685026,685026,00010,2024-02
2010,MEXICO,00010,COCOA BEANS,23318,23318,0,0,0,00010,2024-02
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,4080455,4080455,0,1084175,1084175,00010,2024-02
7880,MADAGASCAR,00010,COCOA BEANS,73336,73336,0,13223,13223,00010,2024-02
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,4080455,4080455,0,1084175,1084175,00010,2024-02
3XXX,SOUTH AMERICA,00010,COCOA BEANS,13398425,13398425,1789,3025014,3025014,00010,2024-02
5490,THAILAND,00010,COCOA BEANS,63750,63750,0,13100,13100,00010,2024-03
5650,PHILIPPINES,00010,COCOA BEANS,47450,47450,0,13000,13000,00010,2024-03
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,683448,683448,0,200000,200000,00010,2024-03
3010,COLOMBIA,00010,COCOA BEANS,181159,181159,0,40400,40400,00010,2024-03
3070,VENEZUELA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-03
3310,ECUADOR,00010,COCOA BEANS,11513093,11513093,1850,2277659,2277659,00010,2024-03
3330,PERU,00010,COCOA BEANS,1126854,1126854,0,172172,172172,00010,2024-03
3350,BOLIVIA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-03
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2024-03
4279,FRANCE,00010,COCOA BEANS,4107,4107,0,300,300,00010,2024-03
7480,COTE D'IVOIRE,00010,COCOA BEANS,61729295,61729295,0,4587392,26751483,00010,2024-03
7490,GHANA,00010,COCOA BEANS,18748638,18748638,0,8208651,8208651,00010,2024-03
7530,NIGERIA,00010,COCOA BEANS,8700680,8700680,0,1542910,1542910,00010,2024-03
7780,UGANDA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-03
4419,SWITZERLAND,00010,COCOA BEANS,0,0,0,0,0,00010,2024-03
4759,ITALY,00010,COCOA BEANS,0,0,0,0,0,00010,2024-03
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,109414127,109414127,1850,18584144,40748235,00010,2024-03
0003,EUROPEAN UNION,00010,COCOA BEANS,4107,4107,0,300,300,00010,2024-03
1XXX,NORTH AMERICA,00010,COCOA BEANS,8500,8500,0,0,0,00010,2024-03
4XXX,EUROPE,00010,COCOA BEANS,4107,4107,0,300,300,00010,2024-03
7XXX,AFRICA,00010,COCOA BEANS,89252759,89252759,0,14352168,36516259,00010,2024-03
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,730898,730898,0,213000,213000,00010,2024-03
5XXX,ASIA,00010,COCOA BEANS,111200,111200,0,26100,26100,00010,2024-03
0017,CAFTA-DR,00010,COCOA BEANS,6533007,6533007,0,1515345,1515345,00010,2024-03
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,683448,683448,0,200000,200000,00010,2024-03
0020,USMCA (NAFTA),00010,COCOA BEANS,8500,8500,0,0,0,00010,2024-03
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,19362613,19362613,1850,4005576,4005576,00010,2024-03
0022,OECD,00010,COCOA BEANS,12607,12607,0,300,300,00010,2024-03
0023,NATO,00010,COCOA BEANS,4107,4107,0,300,300,00010,2024-03
0024,LAFTA,00010,COCOA BEANS,12829606,12829606,1850,2490231,2490231,00010,2024-03
0025,EURO AREA,00010,COCOA BEANS,4107,4107,0,300,300,00010,2024-03
0026,APEC,00010,COCOA BEANS,1930002,1930002,0,398272,398272,00010,2024-03
0027,ASEAN,00010,COCOA BEANS,111200,111200,0,26100,26100,00010,2024-03
0028,CACM,00010,COCOA BEANS,1131781,1131781,0,252285,252285,00010,2024-03
2010,MEXICO,00010,COCOA BEANS,8500,8500,0,0,0,00010,2024-03
2050,GUATEMALA,00010,COCOA BEANS,1131781,1131781,0,252285,252285,00010,2024-03
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,5401226,5401226,0,1263060,1263060,00010,2024-03
7880,MADAGASCAR,00010,COCOA BEANS,74146,74146,0,13215,13215,00010,2024-03
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,6533007,6533007,0,1515345,1515345,00010,2024-03
3XXX,SOUTH AMERICA,00010,COCOA BEANS,12821106,12821106,1850,2490231,2490231,00010,2024-03
5490,THAILAND,00010,COCOA BEANS,0,0,0,0,0,00010,2024-04
5520,VIETNAM,00010,COCOA BEANS,40500,40500,0,6240,6240,00010,2024-04
5650,PHILIPPINES,00010,COCOA BEANS,0,0,0,0,0,00010,2024-04
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,977970,977970,0,259080,259080,00010,2024-04
3010,COLOMBIA,00010,COCOA BEANS,273020,273020,0,77606,77606,00010,2024-04
3070,VENEZUELA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-04
3310,ECUADOR,00010,COCOA BEANS,27627435,27627435,11382,4313738,4313738,00010,2024-04
3330,PERU,00010,COCOA BEANS,567828,567828,910,71538,75187,00010,2024-04
3350,BOLIVIA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-04
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2024-04
4279,FRANCE,00010,COCOA BEANS,31488,31488,0,2300,2300,00010,2024-04
7480,COTE D'IVOIRE,00010,COCOA BEANS,15991773,15991773,0,2949517,2949517,00010,2024-04
7490,GHANA,00010,COCOA BEANS,21684261,21684261,0,5518931,5518931,00010,2024-04
7530,NIGERIA,00010,COCOA BEANS,2913280,2913280,0,516540,516540,00010,2024-04
7780,UGANDA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-04
4419,SWITZERLAND,00010,COCOA BEANS,24425,24425,0,1741,1741,00010,2024-04
4759,ITALY,00010,COCOA BEANS,6575,6575,526,0,0,00010,2024-04
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,79238852,79238852,12818,15587807,15591456,00010,2024-04
0003,EUROPEAN UNION,00010,COCOA BEANS,38063,38063,526,2300,2300,00010,2024-04
1XXX,NORTH AMERICA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-04
4XXX,EUROPE,00010,COCOA BEANS,62488,62488,526,4041,4041,00010,2024-04
7XXX,AFRICA,00010,COCOA BEANS,40589314,40589314,0,8984988,8984988,00010,2024-04
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,977970,977970,0,259080,259080,00010,2024-04
5XXX,ASIA,00010,COCOA BEANS,40500,40500,0,6240,6240,00010,2024-04
0017,CAFTA-DR,00010,COCOA BEANS,9100297,9100297,0,1870576,1870576,00010,2024-04
6XXX,AUSTRALIA AND OCEANIA,00010,COCOA BEANS,977970,977970,0,259080,259080,00010,2024-04
0020,USMCA (NAFTA),00010,COCOA BEANS,0,0,0,0,0,00010,2024-04
0021,TWENTY LATIN AMERICAN REPUBLICS,00010,COCOA BEANS,37568580,37568580,12292,6333458,6337107,00010,2024-04
0022,OECD,00010,COCOA BEANS,62488,62488,526,4041,4041,00010,2024-04
0023,NATO,00010,COCOA BEANS,38063,38063,526,2300,2300,00010,2024-04
0024,LAFTA,00010,COCOA BEANS,28468283,28468283,12292,4462882,4466531,00010,2024-04
0025,EURO AREA,00010,COCOA BEANS,38063,38063,526,2300,2300,00010,2024-04
0026,APEC,00010,COCOA BEANS,1586298,1586298,910,336858,340507,00010,2024-04
0027,ASEAN,00010,COCOA BEANS,40500,40500,0,6240,6240,00010,2024-04
0028,CACM,00010,COCOA BEANS,218504,218504,0,33267,33267,00010,2024-04
2010,MEXICO,00010,COCOA BEANS,0,0,0,0,0,00010,2024-04
2050,GUATEMALA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-04
2110,EL SALVADOR,00010,COCOA BEANS,4928,4928,0,1219,1219,00010,2024-04
2190,NICARAGUA,00010,COCOA BEANS,213576,213576,0,32048,32048,00010,2024-04
2470,DOMINICAN REPUBLIC,00010,COCOA BEANS,8881793,8881793,0,1837309,1837309,00010,2024-04
7880,MADAGASCAR,00010,COCOA BEANS,0,0,0,0,0,00010,2024-04
2XXX,CENTRAL AMERICA,00010,COCOA BEANS,9100297,9100297,0,1870576,1870576,00010,2024-04
3XXX,SOUTH AMERICA,00010,COCOA BEANS,28468283,28468283,12292,4462882,4466531,00010,2024-04
5330,INDIA,00010,COCOA BEANS,110453,110453,0,13754,13754,00010,2024-05
5490,THAILAND,00010,COCOA BEANS,0,0,0,0,0,00010,2024-05
5520,VIETNAM,00010,COCOA BEANS,0,0,0,0,0,00010,2024-05
5650,PHILIPPINES,00010,COCOA BEANS,0,0,0,0,0,00010,2024-05
6040,PAPUA NEW GUINEA,00010,COCOA BEANS,302550,302550,0,76200,76200,00010,2024-05
3010,COLOMBIA,00010,COCOA BEANS,194955,194955,0,37763,37763,00010,2024-05
3070,VENEZUELA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-05
3310,ECUADOR,00010,COCOA BEANS,29365929,29365929,8886,3665349,3665349,00010,2024-05
3330,PERU,00010,COCOA BEANS,960062,960062,0,120650,120650,00010,2024-05
3350,BOLIVIA,00010,COCOA BEANS,0,0,0,0,0,00010,2024-05
3510,BRAZIL,00010,COCOA BEANS,0,0,0,0,0,00010,2024-05
4279,FRANCE,00010,COCOA BEANS,39536,39536,0,3228,3228,00010,2024-05
7480,COTE D'IVOIRE,00010,COCOA BEANS,27665920,27665920,0,1356587,14283444,00010,2024-05
7490,GHANA,00010,COCOA BEANS,10788692,10788692,0,2340678,2340678,00010,2024-05
7530,NIGERIA,00010,COCOA BEANS,1316736,1316736,0,254064,254064,00010,2024-05
7780,UGANDA,00010,COCOA BEANS,128750,128750,0,25400,25400,00010,2024-05
4419,SWITZERLAND,00010,COCOA BEANS,37537,37537,0,13554,13554,00010,2024-05
4759,ITALY,00010,COCOA BEANS,15013,15013,0,1115,1115,00010,2024-05
-,TOTAL FOR ALL COUNTRIES,00010,COCOA BEANS,82080471,82080471,9264,9607537,22534394,00010,2024-05
0003,EUROPEAN UNION,00010,COCOA BEANS,54549,54549,0,4343,4343,00010,2024-05
1XXX,NORTH AMERICA,00010,COCOA BEANS,112499,112499,0,0,0,00010,2024-05
4XXX,EUROPE,00010,COCOA BEANS,92086,92086,0,17897,17897,00010,2024-05
7XXX,AFRICA,00010,COCOA BEANS,39950978,39950978,0,3989576,16916433,00010,2024-05
0014,PACIFIC RIM COUNTRIES,00010,COCOA BEANS,302550,302550,0,76200,76200,00010,2024-05
5XXX,ASIA,00010,COCOA BEANS,110453,110453,0,13754,13754,00010,2024-05
